"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 28 01:26:42 GMT 2024","Sat Sep 28 01:26:42 GMT 2024","0","tests_ui","Test Profile Page.","TestProfilePage","","","Get token.",""
"passed","Sat Sep 28 01:25:06 GMT 2024","Sat Sep 28 01:25:07 GMT 2024","360","tests_api","POST","TestPOST","","","POST registration Bulgaria language not agree.",""
"passed","Sat Sep 28 01:25:08 GMT 2024","Sat Sep 28 01:25:08 GMT 2024","359","tests_api","POST","TestPOST","","","POST login",""
"broken","Sat Sep 28 01:26:44 GMT 2024","Sat Sep 28 01:26:49 GMT 2024","5009","tests_ui","Test Profile Page.","TestProfilePage","","","test_open_static_site_page",""
"passed","Sat Sep 28 01:25:59 GMT 2024","Sat Sep 28 01:26:29 GMT 2024","30682","tests_api","Test Backup","TestBackup","","","test order db create backup",""
"broken","Sat Sep 28 01:26:50 GMT 2024","Sat Sep 28 01:26:55 GMT 2024","5030","tests_ui","Test Profile Page.","TestProfilePage","","","test_check_title_of_static_table",""
"passed","Sat Sep 28 01:26:42 GMT 2024","Sat Sep 28 01:26:43 GMT 2024","859","tests_ui","Test Profile Page.","TestProfilePage","","","test_ids_is_not_repeated_on_profile_page",""
"passed","Sat Sep 28 01:25:08 GMT 2024","Sat Sep 28 01:25:09 GMT 2024","376","tests_api","POST","TestPOST","","","POST is_logged_with_wrong_token",""
"passed","Sat Sep 28 01:25:02 GMT 2024","Sat Sep 28 01:25:02 GMT 2024","374","tests_api","GET","TestGET","","","GET tos.",""
"failed","Sat Sep 28 01:27:04 GMT 2024","Sat Sep 28 01:27:08 GMT 2024","3213","tests_ui","Test Profile Page.","TestProfilePage","","","test_delete_database",""
"passed","Sat Sep 28 01:25:10 GMT 2024","Sat Sep 28 01:25:11 GMT 2024","1071","tests_api","POST","TestPOST","","","POST login/is_logged/logout",""
"failed","Sat Sep 28 01:25:24 GMT 2024","Sat Sep 28 01:25:45 GMT 2024","21048","tests_api","POST","TestPOST","","","POST delete_container",""
"passed","Sat Sep 28 01:25:18 GMT 2024","Sat Sep 28 01:25:21 GMT 2024","2264","tests_api","POST","TestPOST","","","POST create_docker_container",""
"failed","Sat Sep 28 01:25:14 GMT 2024","Sat Sep 28 01:25:15 GMT 2024","371","tests_api","POST","TestPOST","","","POST db_create_with_wrong_env.",""
"passed","Sat Sep 28 01:25:03 GMT 2024","Sat Sep 28 01:25:03 GMT 2024","357","tests_api","GET","TestGET","","","GET list list_dbtypes.",""
"passed","Sat Sep 28 01:25:06 GMT 2024","Sat Sep 28 01:25:06 GMT 2024","356","tests_api","POST","TestPOST","","","POST registration for English language not agree.",""
"passed","Sat Sep 28 01:25:11 GMT 2024","Sat Sep 28 01:25:13 GMT 2024","1077","tests_api","POST","TestPOST","","","POST logout with wrong logout token",""
"passed","Sat Sep 28 01:25:05 GMT 2024","Sat Sep 28 01:25:05 GMT 2024","0","tests_api","POST","TestPOST","","","POST get token and other params.",""
"passed","Sat Sep 28 01:25:09 GMT 2024","Sat Sep 28 01:25:10 GMT 2024","730","tests_api","POST","TestPOST","","","POST is logout",""
"passed","Sat Sep 28 01:25:21 GMT 2024","Sat Sep 28 01:25:21 GMT 2024","831","tests_api","POST","TestPOST","","","POST checking ports_len positive",""
"passed","Sat Sep 28 01:25:18 GMT 2024","Sat Sep 28 01:25:18 GMT 2024","354","tests_api","POST","TestPOST","","","POST change_password_with_wrong_data",""
"passed","Sat Sep 28 01:26:31 GMT 2024","Sat Sep 28 01:26:31 GMT 2024","370","tests_api","Test Backup","TestBackup","","","test order db create backup without uuid",""
"passed","Sat Sep 28 01:25:17 GMT 2024","Sat Sep 28 01:25:18 GMT 2024","724","tests_api","POST","TestPOST","","","POST change_password",""
"passed","Sat Sep 28 01:27:19 GMT 2024","Sat Sep 28 01:27:22 GMT 2024","2666","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_uuid_docker",""
"passed","Sat Sep 28 01:26:40 GMT 2024","Sat Sep 28 01:26:40 GMT 2024","573","tests_ui","Test Login Page.","TestLoginPage","","","test_buttons_are_clickable",""
"failed","Sat Sep 28 01:25:14 GMT 2024","Sat Sep 28 01:25:14 GMT 2024","362","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_type.",""
"passed","Sat Sep 28 01:26:33 GMT 2024","Sat Sep 28 01:26:33 GMT 2024","0","tests_api","Test Static webpages","TestStaticWebPages","","","POST get token and other params.",""
"failed","Sat Sep 28 01:25:14 GMT 2024","Sat Sep 28 01:25:14 GMT 2024","354","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_version.",""
"passed","Sat Sep 28 01:25:08 GMT 2024","Sat Sep 28 01:25:08 GMT 2024","374","tests_api","POST","TestPOST","","","POST is logged",""
"passed","Sat Sep 28 01:26:38 GMT 2024","Sat Sep 28 01:26:38 GMT 2024","709","tests_ui","Test Main Page.","TestMainPage","","","test_main_button",""
"passed","Sat Sep 28 01:25:04 GMT 2024","Sat Sep 28 01:25:04 GMT 2024","339","tests_api","GET","TestGET","","","GET bad_request.",""
"passed","Sat Sep 28 01:26:30 GMT 2024","Sat Sep 28 01:26:31 GMT 2024","353","tests_api","Test Backup","TestBackup","","","test order db create backup with wrong uuid",""
"passed","Sat Sep 28 01:25:06 GMT 2024","Sat Sep 28 01:25:06 GMT 2024","364","tests_api","POST","TestPOST","","","POST registration Bulgaria language.",""
"broken","Sat Sep 28 01:25:00 GMT 2024","Sat Sep 28 01:25:01 GMT 2024","1241","tests_api","Test Connection DB","TestFull","","","Capacity_db",""
"broken","Sat Sep 28 01:27:12 GMT 2024","Sat Sep 28 01:27:18 GMT 2024","6729","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_jdbc",""
"passed","Sat Sep 28 01:25:22 GMT 2024","Sat Sep 28 01:25:22 GMT 2024","352","tests_api","POST","TestPOST","","","POST checking ports_len negative len",""
"passed","Sat Sep 28 01:25:04 GMT 2024","Sat Sep 28 01:25:05 GMT 2024","357","tests_api","GET","TestGET","","","GET profile status.",""
"broken","Sat Sep 28 01:26:56 GMT 2024","Sat Sep 28 01:27:03 GMT 2024","7779","tests_ui","Test Profile Page.","TestProfilePage","","","test_create_database",""
