"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 15 01:42:00 GMT 2024","Fri Nov 15 01:42:04 GMT 2024","3633","tests_ui","Test Main Page.","TestMainPage","","","test_links",""
"passed","Fri Nov 15 01:39:31 GMT 2024","Fri Nov 15 01:39:32 GMT 2024","1053","tests_api","POST","TestPOST","","","POST change_password",""
"passed","Fri Nov 15 01:40:01 GMT 2024","Fri Nov 15 01:40:02 GMT 2024","1082","tests_api","POST","TestPOST","","","POST delete_db",""
"passed","Fri Nov 15 01:39:11 GMT 2024","Fri Nov 15 01:39:12 GMT 2024","514","tests_api","GET","TestGET","","","GET list db_versions.",""
"broken","Fri Nov 15 01:42:11 GMT 2024","Fri Nov 15 01:42:17 GMT 2024","5425","tests_ui","Test Profile Page.","TestProfilePage","","","test_open_static_site_page",""
"passed","Fri Nov 15 01:39:32 GMT 2024","Fri Nov 15 01:39:32 GMT 2024","504","tests_api","POST","TestPOST","","","POST change_password_with_wrong_data",""
"passed","Fri Nov 15 01:39:26 GMT 2024","Fri Nov 15 01:39:27 GMT 2024","516","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_type.",""
"passed","Fri Nov 15 01:41:58 GMT 2024","Fri Nov 15 01:42:00 GMT 2024","1283","tests_ui","Test Main Page.","TestMainPage","","","test_ids_is_not_repeated_on_main_page",""
"passed","Fri Nov 15 01:39:27 GMT 2024","Fri Nov 15 01:39:27 GMT 2024","527","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_version.",""
"passed","Fri Nov 15 01:42:52 GMT 2024","Fri Nov 15 01:42:56 GMT 2024","3322","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_uuid_docker",""
"failed","Fri Nov 15 01:39:10 GMT 2024","Fri Nov 15 01:39:11 GMT 2024","478","tests_api","GET","TestGET","","","GET profile information.",""
"passed","Fri Nov 15 01:39:18 GMT 2024","Fri Nov 15 01:39:18 GMT 2024","523","tests_api","POST","TestPOST","","","POST login",""
"passed","Fri Nov 15 01:39:10 GMT 2024","Fri Nov 15 01:39:10 GMT 2024","506","tests_api","GET","TestGET","","","GET tos.",""
"broken","Fri Nov 15 01:42:18 GMT 2024","Fri Nov 15 01:42:23 GMT 2024","5451","tests_ui","Test Profile Page.","TestProfilePage","","","test_check_title_of_static_table",""
"passed","Fri Nov 15 01:39:18 GMT 2024","Fri Nov 15 01:39:19 GMT 2024","500","tests_api","POST","TestPOST","","","POST is logged",""
"passed","Fri Nov 15 01:42:06 GMT 2024","Fri Nov 15 01:42:07 GMT 2024","684","tests_ui","Test Login Page.","TestLoginPage","","","test_buttons_are_clickable",""
"passed","Fri Nov 15 01:39:10 GMT 2024","Fri Nov 15 01:39:10 GMT 2024","0","tests_api","GET","TestGET","","","Get token.",""
"failed","Fri Nov 15 01:39:39 GMT 2024","Fri Nov 15 01:40:00 GMT 2024","21528","tests_api","POST","TestPOST","","","POST delete_container",""
"passed","Fri Nov 15 01:39:23 GMT 2024","Fri Nov 15 01:39:25 GMT 2024","1557","tests_api","POST","TestPOST","","","POST logout with wrong logout token",""
"broken","Fri Nov 15 01:42:31 GMT 2024","Fri Nov 15 01:42:39 GMT 2024","7915","tests_ui","Test Profile Page.","TestProfilePage","","","test_delete_database",""
"passed","Fri Nov 15 01:38:43 GMT 2024","Fri Nov 15 01:38:43 GMT 2024","0","tests_api","Test Connection DB","TestFull","","","Get token.",""
"passed","Fri Nov 15 01:39:14 GMT 2024","Fri Nov 15 01:39:14 GMT 2024","0","tests_api","POST","TestPOST","","","POST get token and other params.",""
"failed","Fri Nov 15 01:39:33 GMT 2024","Fri Nov 15 01:39:35 GMT 2024","2510","tests_api","POST","TestPOST","","","POST create_docker_container",""
"passed","Fri Nov 15 01:39:16 GMT 2024","Fri Nov 15 01:39:17 GMT 2024","526","tests_api","POST","TestPOST","","","POST registration email is taken for en-us",""
"passed","Fri Nov 15 01:39:15 GMT 2024","Fri Nov 15 01:39:16 GMT 2024","517","tests_api","POST","TestPOST","","","POST registration Bulgaria language.",""
"passed","Fri Nov 15 01:41:44 GMT 2024","Fri Nov 15 01:41:44 GMT 2024","513","tests_api","Test Backup","TestBackup","","","test order db create backup without uuid",""
"passed","Fri Nov 15 01:39:17 GMT 2024","Fri Nov 15 01:39:17 GMT 2024","523","tests_api","POST","TestPOST","","","POST registration email is taken for bg-bg",""
"passed","Fri Nov 15 01:42:07 GMT 2024","Fri Nov 15 01:42:08 GMT 2024","819","tests_ui","Test Login Page.","TestLoginPage","","","test_login",""
"passed","Fri Nov 15 01:39:19 GMT 2024","Fri Nov 15 01:39:21 GMT 2024","1035","tests_api","POST","TestPOST","","","POST is logout",""
"passed","Fri Nov 15 01:39:29 GMT 2024","Fri Nov 15 01:39:30 GMT 2024","1001","tests_api","POST","TestPOST","","","POST create_docker_container",""
"passed","Fri Nov 15 01:39:25 GMT 2024","Fri Nov 15 01:39:26 GMT 2024","1050","tests_api","POST","TestPOST","","","POST db_create",""
"passed","Fri Nov 15 01:39:28 GMT 2024","Fri Nov 15 01:39:29 GMT 2024","501","tests_api","POST","TestPOST","","","POST db_list",""
"passed","Fri Nov 15 01:41:10 GMT 2024","Fri Nov 15 01:41:41 GMT 2024","30930","tests_api","Test Backup","TestBackup","","","test order db create backup",""
"failed","Fri Nov 15 01:39:36 GMT 2024","Fri Nov 15 01:39:37 GMT 2024","517","tests_api","POST","TestPOST","","","POST checking ports_len negative len",""
"passed","Fri Nov 15 01:39:19 GMT 2024","Fri Nov 15 01:39:19 GMT 2024","505","tests_api","POST","TestPOST","","","POST is_logged_with_wrong_token",""
"passed","Fri Nov 15 01:42:09 GMT 2024","Fri Nov 15 01:42:09 GMT 2024","0","tests_ui","Test Profile Page.","TestProfilePage","","","Get token.",""
"passed","Fri Nov 15 01:42:40 GMT 2024","Fri Nov 15 01:42:43 GMT 2024","2752","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard",""
"broken","Fri Nov 15 01:39:09 GMT 2024","Fri Nov 15 01:39:09 GMT 2024","477","tests_api","Test Connection DB","TestFull","","","Capacity_db",""
"passed","Fri Nov 15 01:41:45 GMT 2024","Fri Nov 15 01:41:46 GMT 2024","517","tests_api","Test Backup","TestBackup","","","test order db create backup non-belonging db",""
"passed","Fri Nov 15 01:39:21 GMT 2024","Fri Nov 15 01:39:23 GMT 2024","1514","tests_api","POST","TestPOST","","","POST login/is_logged/logout",""
"passed","Fri Nov 15 01:39:27 GMT 2024","Fri Nov 15 01:39:28 GMT 2024","516","tests_api","POST","TestPOST","","","POST db_create_with_wrong_env.",""
"passed","Fri Nov 15 01:39:12 GMT 2024","Fri Nov 15 01:39:13 GMT 2024","504","tests_api","GET","TestGET","","","GET list list_regions.",""
"passed","Fri Nov 15 01:42:04 GMT 2024","Fri Nov 15 01:42:05 GMT 2024","1078","tests_ui","Test Main Page.","TestMainPage","","","test_main_button",""
"passed","Fri Nov 15 01:39:28 GMT 2024","Fri Nov 15 01:39:28 GMT 2024","503","tests_api","POST","TestPOST","","","POST db_create_with_wrong_region.",""
"failed","Fri Nov 15 01:39:38 GMT 2024","Fri Nov 15 01:39:38 GMT 2024","503","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"passed","Fri Nov 15 01:41:42 GMT 2024","Fri Nov 15 01:41:42 GMT 2024","525","tests_api","Test Backup","TestBackup","","","test order db create backup with wrong token",""
"skipped","Fri Nov 15 01:39:30 GMT 2024","Fri Nov 15 01:39:31 GMT 2024","1017","tests_api","POST","TestPOST","","","POST db_list_with_filter",""
"failed","Fri Nov 15 01:39:37 GMT 2024","Fri Nov 15 01:39:38 GMT 2024","588","tests_api","POST","TestPOST","","","POST checking ports_len negative symbols",""
"passed","Fri Nov 15 01:41:43 GMT 2024","Fri Nov 15 01:41:43 GMT 2024","509","tests_api","Test Backup","TestBackup","","","test order db create backup with wrong uuid",""
"failed","Fri Nov 15 01:41:46 GMT 2024","Fri Nov 15 01:41:47 GMT 2024","492","tests_api","Test Static webpages","TestStaticWebPages","","","POST check static webpages without toke.",""
"passed","Fri Nov 15 01:39:16 GMT 2024","Fri Nov 15 01:39:16 GMT 2024","504","tests_api","POST","TestPOST","","","POST registration Bulgaria language not agree.",""
"failed","Fri Nov 15 01:39:38 GMT 2024","Fri Nov 15 01:39:39 GMT 2024","522","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"broken","Fri Nov 15 01:42:44 GMT 2024","Fri Nov 15 01:42:51 GMT 2024","7146","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_jdbc",""
"broken","Fri Nov 15 01:42:24 GMT 2024","Fri Nov 15 01:42:30 GMT 2024","5525","tests_ui","Test Profile Page.","TestProfilePage","","","test_create_database",""
"passed","Fri Nov 15 01:39:12 GMT 2024","Fri Nov 15 01:39:12 GMT 2024","505","tests_api","GET","TestGET","","","GET list list_dbenvs.",""
"passed","Fri Nov 15 01:39:17 GMT 2024","Fri Nov 15 01:39:18 GMT 2024","502","tests_api","POST","TestPOST","","","POST registration email is taken for unsupported languages",""
"passed","Fri Nov 15 01:38:43 GMT 2024","Fri Nov 15 01:39:09 GMT 2024","25955","tests_api","Test Connection DB","TestFull","","","Complex",""
"passed","Fri Nov 15 01:42:05 GMT 2024","Fri Nov 15 01:42:06 GMT 2024","839","tests_ui","Test Login Page.","TestLoginPage","","","test_ids_is_not_repeated_on_login_page",""
"passed","Fri Nov 15 01:39:13 GMT 2024","Fri Nov 15 01:39:13 GMT 2024","523","tests_api","GET","TestGET","","","GET bad_request.",""
"passed","Fri Nov 15 01:39:32 GMT 2024","Fri Nov 15 01:39:33 GMT 2024","513","tests_api","POST","TestPOST","","","POST change_password_without_token",""
"passed","Fri Nov 15 01:41:46 GMT 2024","Fri Nov 15 01:41:46 GMT 2024","0","tests_api","Test Static webpages","TestStaticWebPages","","","POST get token and other params.",""
"failed","Fri Nov 15 01:39:13 GMT 2024","Fri Nov 15 01:39:14 GMT 2024","476","tests_api","GET","TestGET","","","GET profile status.",""
"passed","Fri Nov 15 01:39:15 GMT 2024","Fri Nov 15 01:39:15 GMT 2024","498","tests_api","POST","TestPOST","","","POST registration for English language not agree.",""
"passed","Fri Nov 15 01:39:11 GMT 2024","Fri Nov 15 01:39:11 GMT 2024","515","tests_api","GET","TestGET","","","GET list list_dbtypes.",""
"passed","Fri Nov 15 01:42:09 GMT 2024","Fri Nov 15 01:42:10 GMT 2024","1132","tests_ui","Test Profile Page.","TestProfilePage","","","test_ids_is_not_repeated_on_profile_page",""
"skipped","Fri Nov 15 01:40:02 GMT 2024","Fri Nov 15 01:41:10 GMT 2024","67434","tests_api","POST","TestPOST","","","POST delete_all_created_db",""
"failed","Fri Nov 15 01:39:35 GMT 2024","Fri Nov 15 01:39:36 GMT 2024","516","tests_api","POST","TestPOST","","","POST checking ports_len positive",""
"failed","Fri Nov 15 01:39:36 GMT 2024","Fri Nov 15 01:39:36 GMT 2024","511","tests_api","POST","TestPOST","","","POST checking ports_len negative range",""
"passed","Fri Nov 15 01:39:14 GMT 2024","Fri Nov 15 01:39:15 GMT 2024","517","tests_api","POST","TestPOST","","","POST registration for English language.",""
