"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Feb 09 02:34:51 GMT 2025","Sun Feb 09 02:34:51 GMT 2025","0","tests_api","Test Backup","TestBackup","","","test order db create backup",""
"broken","Sun Feb 09 02:06:40 GMT 2025","Sun Feb 09 02:06:40 GMT 2025","0","tests_api","POST","TestPOST","","","POST logout with wrong logout token",""
"broken","Sun Feb 09 01:51:34 GMT 2025","Sun Feb 09 01:51:34 GMT 2025","0","tests_api","POST","TestPOST","","","POST get token and other params.",""
"failed","Sun Feb 09 02:03:38 GMT 2025","Sun Feb 09 02:04:39 GMT 2025","60387","tests_api","POST","TestPOST","","","POST is logout",""
"passed","Sun Feb 09 02:43:17 GMT 2025","Sun Feb 09 02:43:18 GMT 2025","573","tests_ui","Test Login Page.","TestLoginPage","","","test_buttons_are_clickable",""
"broken","Sun Feb 09 02:45:35 GMT 2025","Sun Feb 09 02:45:41 GMT 2025","6129","tests_ui","Test Profile Page.","TestProfilePage","","","test_create_database",""
"failed","Sun Feb 09 01:46:32 GMT 2025","Sun Feb 09 01:47:32 GMT 2025","60579","tests_api","GET","TestGET","","","GET list db_versions.",""
"failed","Sun Feb 09 02:18:45 GMT 2025","Sun Feb 09 02:19:45 GMT 2025","60379","tests_api","POST","TestPOST","","","POST change_password_with_wrong_data",""
"failed","Sun Feb 09 02:24:47 GMT 2025","Sun Feb 09 02:25:48 GMT 2025","60399","tests_api","POST","TestPOST","","","POST checking ports_len negative range",""
"failed","Sun Feb 09 02:23:47 GMT 2025","Sun Feb 09 02:24:47 GMT 2025","60395","tests_api","POST","TestPOST","","","POST checking ports_len positive",""
"failed","Sun Feb 09 02:28:49 GMT 2025","Sun Feb 09 02:29:49 GMT 2025","60391","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"skipped","Sun Feb 09 02:30:50 GMT 2025","Sun Feb 09 02:30:50 GMT 2025","0","tests_api","POST","TestPOST","","","POST delete_db",""
"broken","Sun Feb 09 01:41:30 GMT 2025","Sun Feb 09 01:41:30 GMT 2025","0","tests_api","GET","TestGET","","","Get token.",""
"passed","Sun Feb 09 02:43:10 GMT 2025","Sun Feb 09 02:43:11 GMT 2025","1054","tests_ui","Test Main Page.","TestMainPage","","","test_ids_is_not_repeated_on_main_page",""
"failed","Sun Feb 09 02:00:37 GMT 2025","Sun Feb 09 02:01:38 GMT 2025","60346","tests_api","POST","TestPOST","","","POST login",""
"failed","Sun Feb 09 01:58:37 GMT 2025","Sun Feb 09 01:59:37 GMT 2025","60414","tests_api","POST","TestPOST","","","POST registration email is taken for bg-bg",""
"failed","Sun Feb 09 02:36:52 GMT 2025","Sun Feb 09 02:36:52 GMT 2025","0","tests_api","Test Backup","TestBackup","","","test order db create backup with wrong uuid",""
"broken","Sun Feb 09 02:45:55 GMT 2025","Sun Feb 09 02:46:00 GMT 2025","5126","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_jdbc",""
"failed","Sun Feb 09 01:43:30 GMT 2025","Sun Feb 09 01:44:31 GMT 2025","60371","tests_api","GET","TestGET","","","GET tos.",""
"failed","Sun Feb 09 01:54:35 GMT 2025","Sun Feb 09 01:55:35 GMT 2025","60365","tests_api","POST","TestPOST","","","POST registration for English language not agree.",""
"failed","Sun Feb 09 02:41:54 GMT 2025","Sun Feb 09 02:42:55 GMT 2025","60398","tests_api","Test Static webpages","TestStaticWebPages","","","POST check static webpages without toke.",""
"broken","Sun Feb 09 02:46:01 GMT 2025","Sun Feb 09 02:46:07 GMT 2025","5129","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_uuid_docker",""
"broken","Sun Feb 09 02:43:19 GMT 2025","Sun Feb 09 02:43:19 GMT 2025","0","tests_ui","Test Profile Page.","TestProfilePage","","","Get token.",""
"failed","Sun Feb 09 02:19:45 GMT 2025","Sun Feb 09 02:20:46 GMT 2025","60409","tests_api","POST","TestPOST","","","POST change_password_without_token",""
"failed","Sun Feb 09 01:59:37 GMT 2025","Sun Feb 09 02:00:37 GMT 2025","60368","tests_api","POST","TestPOST","","","POST registration email is taken for unsupported languages",""
"failed","Sun Feb 09 01:48:32 GMT 2025","Sun Feb 09 01:49:33 GMT 2025","60375","tests_api","GET","TestGET","","","GET list list_regions.",""
"broken","Sun Feb 09 02:45:22 GMT 2025","Sun Feb 09 02:45:27 GMT 2025","5129","tests_ui","Test Profile Page.","TestProfilePage","","","test_open_static_site_page",""
"failed","Sun Feb 09 02:12:42 GMT 2025","Sun Feb 09 02:13:42 GMT 2025","60333","tests_api","POST","TestPOST","","","POST db_create_with_wrong_env.",""
"failed","Sun Feb 09 02:15:43 GMT 2025","Sun Feb 09 02:16:44 GMT 2025","60410","tests_api","POST","TestPOST","","","POST create_docker_container",""
"failed","Sun Feb 09 02:37:53 GMT 2025","Sun Feb 09 02:37:53 GMT 2025","0","tests_api","Test Backup","TestBackup","","","test order db create backup without uuid",""
"failed","Sun Feb 09 01:49:33 GMT 2025","Sun Feb 09 01:50:33 GMT 2025","60370","tests_api","GET","TestGET","","","GET bad_request.",""
"failed","Sun Feb 09 01:55:35 GMT 2025","Sun Feb 09 01:56:36 GMT 2025","60365","tests_api","POST","TestPOST","","","POST registration Bulgaria language.",""
"skipped","Sun Feb 09 02:32:51 GMT 2025","Sun Feb 09 02:32:51 GMT 2025","0","tests_api","POST","TestPOST","","","POST delete_all_created_db",""
"broken","Sun Feb 09 02:39:54 GMT 2025","Sun Feb 09 02:39:54 GMT 2025","0","tests_api","Test Static webpages","TestStaticWebPages","","","POST get token and other params.",""
"broken","Sun Feb 09 02:08:41 GMT 2025","Sun Feb 09 02:08:41 GMT 2025","0","tests_api","POST","TestPOST","","","POST db_create",""
"failed","Sun Feb 09 01:53:34 GMT 2025","Sun Feb 09 01:54:35 GMT 2025","60384","tests_api","POST","TestPOST","","","POST registration for English language.",""
"failed","Sun Feb 09 01:47:32 GMT 2025","Sun Feb 09 01:48:32 GMT 2025","60366","tests_api","GET","TestGET","","","GET list list_dbenvs.",""
"passed","Sun Feb 09 02:43:18 GMT 2025","Sun Feb 09 02:43:19 GMT 2025","1039","tests_ui","Test Login Page.","TestLoginPage","","","test_login",""
"broken","Sun Feb 09 02:45:29 GMT 2025","Sun Feb 09 02:45:34 GMT 2025","5128","tests_ui","Test Profile Page.","TestProfilePage","","","test_check_title_of_static_table",""
"failed","Sun Feb 09 01:45:31 GMT 2025","Sun Feb 09 01:46:32 GMT 2025","60377","tests_api","GET","TestGET","","","GET list list_dbtypes.",""
"failed","Sun Feb 09 01:56:36 GMT 2025","Sun Feb 09 01:57:36 GMT 2025","60372","tests_api","POST","TestPOST","","","POST registration Bulgaria language not agree.",""
"broken","Sun Feb 09 02:04:39 GMT 2025","Sun Feb 09 02:04:39 GMT 2025","0","tests_api","POST","TestPOST","","","POST login/is_logged/logout",""
"passed","Sun Feb 09 02:43:12 GMT 2025","Sun Feb 09 02:43:14 GMT 2025","2739","tests_ui","Test Main Page.","TestMainPage","","","test_links",""
"passed","Sun Feb 09 02:45:20 GMT 2025","Sun Feb 09 02:45:21 GMT 2025","981","tests_ui","Test Profile Page.","TestProfilePage","","","test_ids_is_not_repeated_on_profile_page",""
