"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 26 01:01:02 GMT 2024","Sun May 26 01:01:03 GMT 2024","511","tests_api","POST","TestRequests","","","Post registration for English language not agree.",""
"passed","Sun May 26 01:01:09 GMT 2024","Sun May 26 01:01:10 GMT 2024","701","tests_api","POST","TestRequests","","","POST change_password",""
"skipped","Sun May 26 01:01:37 GMT 2024","Sun May 26 01:01:37 GMT 2024","784","tests_api","POST","TestRequests","","","POST delete_db",""
"failed","Sun May 26 01:01:07 GMT 2024","Sun May 26 01:01:08 GMT 2024","336","tests_api","POST","TestRequests","","","POST db_create_with_wrong_region.",""
"broken","Sun May 26 01:03:05 GMT 2024","Sun May 26 01:03:05 GMT 2024","0","tests_ui","Test Profile Page.","TestUI","","","test_check_port_lens_positive",""
"passed","Sun May 26 01:01:00 GMT 2024","Sun May 26 01:01:00 GMT 2024","458","tests_api","GET","TestRequests","","","GET list db_versions.",""
"passed","Sun May 26 01:01:16 GMT 2024","Sun May 26 01:01:37 GMT 2024","20783","tests_api","POST","TestRequests","","","POST delete_container",""
"passed","Sun May 26 01:00:58 GMT 2024","Sun May 26 01:00:59 GMT 2024","350","tests_api","GET","TestRequests","","","GET tos.",""
"passed","Sun May 26 01:01:08 GMT 2024","Sun May 26 01:01:09 GMT 2024","609","tests_api","POST","TestRequests","","","POST create_docker_container",""
"failed","Sun May 26 01:03:06 GMT 2024","Sun May 26 01:03:12 GMT 2024","5749","tests_ui","Test Profile Page.","TestUI","","","test_delete_container",""
"broken","Sun May 26 01:01:11 GMT 2024","Sun May 26 01:01:13 GMT 2024","1693","tests_api","POST","TestRequests","","","POST create_docker_container",""
"passed","Sun May 26 01:01:05 GMT 2024","Sun May 26 01:01:05 GMT 2024","330","tests_api","POST","TestRequests","","","Post login",""
"passed","Sun May 26 01:02:49 GMT 2024","Sun May 26 01:02:51 GMT 2024","1902","tests_ui","Test Profile Page.","TestUI","","","test_clipboard_jdbc",""
"skipped","Sun May 26 01:01:09 GMT 2024","Sun May 26 01:01:09 GMT 2024","778","tests_api","POST","TestRequests","","","POST db_list_with_filter",""
"passed","Sun May 26 01:00:59 GMT 2024","Sun May 26 01:01:00 GMT 2024","512","tests_api","GET","TestRequests","","","List db_types.",""
"failed","Sun May 26 01:02:40 GMT 2024","Sun May 26 01:02:44 GMT 2024","4051","tests_ui","Test Profile Page.","TestUI","","","test_delete_database",""
"passed","Sun May 26 01:01:04 GMT 2024","Sun May 26 01:01:05 GMT 2024","453","tests_api","POST","TestRequests","","","Post registration email is taken for unsupported languages",""
"passed","Sun May 26 01:02:26 GMT 2024","Sun May 26 01:02:28 GMT 2024","1486","tests_ui","Test Login Page.","TestUI","","","test_login",""
"passed","Sun May 26 01:01:01 GMT 2024","Sun May 26 01:01:01 GMT 2024","326","tests_api","GET","TestRequests","","","GET bad request.",""
"passed","Sun May 26 01:02:21 GMT 2024","Sun May 26 01:02:23 GMT 2024","2287","tests_ui","Test Main Page.","TestUI","","","test_links",""
"passed","Sun May 26 01:02:25 GMT 2024","Sun May 26 01:02:26 GMT 2024","501","tests_ui","Test Login Page.","TestUI","","","test_buttons_are_clickable",""
"passed","Sun May 26 01:01:13 GMT 2024","Sun May 26 01:01:14 GMT 2024","481","tests_api","POST","TestRequests","","","POST checking ports_len negative range",""
"passed","Sun May 26 01:01:00 GMT 2024","Sun May 26 01:01:01 GMT 2024","349","tests_api","GET","TestRequests","","","GET list envs.",""
"passed","Sun May 26 01:02:24 GMT 2024","Sun May 26 01:02:25 GMT 2024","512","tests_ui","Test Login Page.","TestUI","","","test_ids_is_not_repeated_on_login_page",""
"passed","Sun May 26 01:02:53 GMT 2024","Sun May 26 01:02:54 GMT 2024","1211","tests_ui","Test Profile Page.","TestUI","","","test_clipboard_uuid_docker",""
"passed","Sun May 26 01:00:59 GMT 2024","Sun May 26 01:00:59 GMT 2024","540","tests_api","GET","TestRequests","","","GET profile information.",""
"failed","Sun May 26 01:01:06 GMT 2024","Sun May 26 01:01:06 GMT 2024","334","tests_api","POST","TestRequests","","","POST db_create_with_wrong_db_type.",""
"passed","Sun May 26 01:02:28 GMT 2024","Sun May 26 01:02:29 GMT 2024","810","tests_ui","Test Profile Page.","TestUI","","","test_ids_is_not_repeated_on_profile_page",""
"passed","Sun May 26 01:01:10 GMT 2024","Sun May 26 01:01:10 GMT 2024","335","tests_api","POST","TestRequests","","","POST change_password_with_wrong_data",""
"passed","Sun May 26 01:01:05 GMT 2024","Sun May 26 01:01:05 GMT 2024","357","tests_api","POST","TestRequests","","","POST is logged",""
"passed","Sun May 26 01:02:19 GMT 2024","Sun May 26 01:02:20 GMT 2024","1472","tests_ui","Test Main Page.","TestUI","","","test_ids_is_not_repeated_on_main_page",""
"passed","Sun May 26 01:01:10 GMT 2024","Sun May 26 01:01:11 GMT 2024","333","tests_api","POST","TestRequests","","","POST change_password_without_token",""
"passed","Sun May 26 01:01:03 GMT 2024","Sun May 26 01:01:03 GMT 2024","343","tests_api","POST","TestRequests","","","Post registration Bulgaria language.",""
"failed","Sun May 26 01:01:07 GMT 2024","Sun May 26 01:01:07 GMT 2024","453","tests_api","POST","TestRequests","","","POST db_create_with_wrong_env.",""
"passed","Sun May 26 01:01:04 GMT 2024","Sun May 26 01:01:04 GMT 2024","451","tests_api","POST","TestRequests","","","Post registration email is taken for bg-bg",""
"passed","Sun May 26 01:02:55 GMT 2024","Sun May 26 01:03:03 GMT 2024","7634","tests_ui","Test Profile Page.","TestUI","","","test_create_docker_container",""
"skipped","Sun May 26 01:01:37 GMT 2024","Sun May 26 01:02:07 GMT 2024","29990","tests_api","POST","TestRequests","","","POST delete_all_created_db",""
"passed","Sun May 26 01:01:15 GMT 2024","Sun May 26 01:01:16 GMT 2024","826","tests_api","POST","TestRequests","","","POST create_docker_container_without_token",""
"passed","Sun May 26 01:01:01 GMT 2024","Sun May 26 01:01:02 GMT 2024","335","tests_api","GET","TestRequests","","","GET profile status.",""
"passed","Sun May 26 01:01:03 GMT 2024","Sun May 26 01:01:03 GMT 2024","346","tests_api","POST","TestRequests","","","Post registration Bulgaria language not agree.",""
"passed","Sun May 26 01:01:05 GMT 2024","Sun May 26 01:01:06 GMT 2024","351","tests_api","POST","TestRequests","","","POST is_logged_with_wrong_token",""
"passed","Sun May 26 01:02:45 GMT 2024","Sun May 26 01:02:47 GMT 2024","2009","tests_ui","Test Profile Page.","TestUI","","","test_clipboard",""
"passed","Sun May 26 01:01:15 GMT 2024","Sun May 26 01:01:15 GMT 2024","334","tests_api","POST","TestRequests","","","POST create_docker_container_without_token",""
"broken","Sun May 26 01:02:30 GMT 2024","Sun May 26 01:02:38 GMT 2024","7873","tests_ui","Test Profile Page.","TestUI","","","test_create_database",""
"failed","Sun May 26 01:01:06 GMT 2024","Sun May 26 01:01:06 GMT 2024","336","tests_api","POST","TestRequests","","","POST db_create",""
"passed","Sun May 26 01:01:14 GMT 2024","Sun May 26 01:01:14 GMT 2024","453","tests_api","POST","TestRequests","","","POST checking ports_len negative len",""
"failed","Sun May 26 01:01:06 GMT 2024","Sun May 26 01:01:07 GMT 2024","341","tests_api","POST","TestRequests","","","POST db_create_with_wrong_db_version.",""
"passed","Sun May 26 01:01:03 GMT 2024","Sun May 26 01:01:04 GMT 2024","502","tests_api","POST","TestRequests","","","Post registration email is taken for en-us",""
"passed","Sun May 26 01:01:01 GMT 2024","Sun May 26 01:01:01 GMT 2024","339","tests_api","GET","TestRequests","","","GET list regions.",""
