"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 01:26:02 GMT 2024","Tue Oct 08 01:26:02 GMT 2024","317","tests_api","POST","TestPOST","","","POST checking ports_len negative range",""
"passed","Tue Oct 08 01:28:18 GMT 2024","Tue Oct 08 01:28:19 GMT 2024","1915","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard",""
"failed","Tue Oct 08 01:27:41 GMT 2024","Tue Oct 08 01:27:41 GMT 2024","287","tests_api","Test Static webpages","TestStaticWebPages","","","POST check static webpages without toke.",""
"failed","Tue Oct 08 01:25:55 GMT 2024","Tue Oct 08 01:25:56 GMT 2024","312","tests_api","POST","TestPOST","","","POST db_create_with_wrong_env.",""
"failed","Tue Oct 08 01:28:13 GMT 2024","Tue Oct 08 01:28:17 GMT 2024","3261","tests_ui","Test Profile Page.","TestProfilePage","","","test_delete_database",""
"passed","Tue Oct 08 01:27:38 GMT 2024","Tue Oct 08 01:27:39 GMT 2024","336","tests_api","Test Backup","TestBackup","","","test order db create backup with wrong uuid",""
"passed","Tue Oct 08 01:25:49 GMT 2024","Tue Oct 08 01:25:49 GMT 2024","315","tests_api","POST","TestPOST","","","POST registration email is taken for bg-bg",""
"passed","Tue Oct 08 01:27:38 GMT 2024","Tue Oct 08 01:27:38 GMT 2024","310","tests_api","Test Backup","TestBackup","","","test order db create backup with wrong token",""
"broken","Tue Oct 08 01:27:52 GMT 2024","Tue Oct 08 01:27:57 GMT 2024","5423","tests_ui","Test Profile Page.","TestProfilePage","","","test_open_static_site_page",""
"broken","Tue Oct 08 01:28:20 GMT 2024","Tue Oct 08 01:28:27 GMT 2024","6579","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_jdbc",""
"failed","Tue Oct 08 01:25:55 GMT 2024","Tue Oct 08 01:25:55 GMT 2024","320","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_type.",""
"passed","Tue Oct 08 01:25:46 GMT 2024","Tue Oct 08 01:25:46 GMT 2024","329","tests_api","GET","TestGET","","","GET list list_dbenvs.",""
"failed","Tue Oct 08 01:25:56 GMT 2024","Tue Oct 08 01:25:56 GMT 2024","311","tests_api","POST","TestPOST","","","POST db_create_with_wrong_region.",""
"passed","Tue Oct 08 01:25:56 GMT 2024","Tue Oct 08 01:25:57 GMT 2024","608","tests_api","POST","TestPOST","","","POST create_docker_container",""
"passed","Tue Oct 08 01:27:44 GMT 2024","Tue Oct 08 01:27:46 GMT 2024","2167","tests_ui","Test Main Page.","TestMainPage","","","test_links",""
"passed","Tue Oct 08 01:27:50 GMT 2024","Tue Oct 08 01:27:50 GMT 2024","0","tests_ui","Test Profile Page.","TestProfilePage","","","Get token.",""
"passed","Tue Oct 08 01:25:47 GMT 2024","Tue Oct 08 01:25:47 GMT 2024","0","tests_api","POST","TestPOST","","","POST get token and other params.",""
"broken","Tue Oct 08 01:27:58 GMT 2024","Tue Oct 08 01:28:04 GMT 2024","5414","tests_ui","Test Profile Page.","TestProfilePage","","","test_check_title_of_static_table",""
"skipped","Tue Oct 08 01:26:26 GMT 2024","Tue Oct 08 01:27:06 GMT 2024","40064","tests_api","POST","TestPOST","","","POST delete_all_created_db",""
"passed","Tue Oct 08 01:25:53 GMT 2024","Tue Oct 08 01:25:54 GMT 2024","947","tests_api","POST","TestPOST","","","POST logout with wrong logout token",""
"skipped","Tue Oct 08 01:25:57 GMT 2024","Tue Oct 08 01:25:58 GMT 2024","645","tests_api","POST","TestPOST","","","POST db_list_with_filter",""
"passed","Tue Oct 08 01:25:44 GMT 2024","Tue Oct 08 01:25:45 GMT 2024","315","tests_api","GET","TestGET","","","GET tos.",""
"passed","Tue Oct 08 01:26:02 GMT 2024","Tue Oct 08 01:26:02 GMT 2024","322","tests_api","POST","TestPOST","","","POST checking ports_len negative len",""
"passed","Tue Oct 08 01:25:58 GMT 2024","Tue Oct 08 01:25:59 GMT 2024","308","tests_api","POST","TestPOST","","","POST change_password_with_wrong_data",""
"broken","Tue Oct 08 01:28:05 GMT 2024","Tue Oct 08 01:28:12 GMT 2024","7850","tests_ui","Test Profile Page.","TestProfilePage","","","test_create_database",""
"passed","Tue Oct 08 01:27:39 GMT 2024","Tue Oct 08 01:27:39 GMT 2024","305","tests_api","Test Backup","TestBackup","","","test order db create backup without uuid",""
"passed","Tue Oct 08 01:25:45 GMT 2024","Tue Oct 08 01:25:45 GMT 2024","318","tests_api","GET","TestGET","","","GET list list_dbtypes.",""
"passed","Tue Oct 08 01:25:50 GMT 2024","Tue Oct 08 01:25:50 GMT 2024","309","tests_api","POST","TestPOST","","","POST is logged",""
"passed","Tue Oct 08 01:26:02 GMT 2024","Tue Oct 08 01:26:03 GMT 2024","441","tests_api","POST","TestPOST","","","POST checking ports_len negative symbols",""
"passed","Tue Oct 08 01:26:03 GMT 2024","Tue Oct 08 01:26:03 GMT 2024","316","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"passed","Tue Oct 08 01:28:28 GMT 2024","Tue Oct 08 01:28:30 GMT 2024","2467","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_uuid_docker",""
"passed","Tue Oct 08 01:27:41 GMT 2024","Tue Oct 08 01:27:41 GMT 2024","0","tests_api","Test Static webpages","TestStaticWebPages","","","POST get token and other params.",""
"passed","Tue Oct 08 01:25:59 GMT 2024","Tue Oct 08 01:25:59 GMT 2024","306","tests_api","POST","TestPOST","","","POST change_password_without_token",""
"passed","Tue Oct 08 01:25:52 GMT 2024","Tue Oct 08 01:25:53 GMT 2024","972","tests_api","POST","TestPOST","","","POST login/is_logged/logout",""
"failed","Tue Oct 08 01:25:55 GMT 2024","Tue Oct 08 01:25:55 GMT 2024","322","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_version.",""
"failed","Tue Oct 08 01:26:04 GMT 2024","Tue Oct 08 01:26:25 GMT 2024","21055","tests_api","POST","TestPOST","","","POST delete_container",""
"passed","Tue Oct 08 01:25:48 GMT 2024","Tue Oct 08 01:25:48 GMT 2024","311","tests_api","POST","TestPOST","","","POST registration for English language not agree.",""
"passed","Tue Oct 08 01:27:46 GMT 2024","Tue Oct 08 01:27:47 GMT 2024","620","tests_ui","Test Main Page.","TestMainPage","","","test_main_button",""
"passed","Tue Oct 08 01:27:43 GMT 2024","Tue Oct 08 01:27:44 GMT 2024","528","tests_ui","Test Main Page.","TestMainPage","","","test_ids_is_not_repeated_on_main_page",""
"passed","Tue Oct 08 01:26:01 GMT 2024","Tue Oct 08 01:26:02 GMT 2024","747","tests_api","POST","TestPOST","","","POST checking ports_len positive",""
"passed","Tue Oct 08 01:27:07 GMT 2024","Tue Oct 08 01:27:37 GMT 2024","30619","tests_api","Test Backup","TestBackup","","","test order db create backup",""
"passed","Tue Oct 08 01:25:45 GMT 2024","Tue Oct 08 01:25:46 GMT 2024","319","tests_api","GET","TestGET","","","GET list db_versions.",""
"passed","Tue Oct 08 01:27:40 GMT 2024","Tue Oct 08 01:27:40 GMT 2024","313","tests_api","Test Backup","TestBackup","","","test order db create backup non-belonging db",""
"passed","Tue Oct 08 01:25:56 GMT 2024","Tue Oct 08 01:25:56 GMT 2024","315","tests_api","POST","TestPOST","","","POST db_list",""
"passed","Tue Oct 08 01:27:48 GMT 2024","Tue Oct 08 01:27:49 GMT 2024","511","tests_ui","Test Login Page.","TestLoginPage","","","test_buttons_are_clickable",""
"passed","Tue Oct 08 01:26:03 GMT 2024","Tue Oct 08 01:26:04 GMT 2024","784","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"passed","Tue Oct 08 01:25:49 GMT 2024","Tue Oct 08 01:25:50 GMT 2024","311","tests_api","POST","TestPOST","","","POST registration email is taken for unsupported languages",""
"passed","Tue Oct 08 01:27:49 GMT 2024","Tue Oct 08 01:27:50 GMT 2024","499","tests_ui","Test Login Page.","TestLoginPage","","","test_login",""
"passed","Tue Oct 08 01:25:59 GMT 2024","Tue Oct 08 01:26:01 GMT 2024","2006","tests_api","POST","TestPOST","","","POST create_docker_container",""
"passed","Tue Oct 08 01:27:50 GMT 2024","Tue Oct 08 01:27:51 GMT 2024","839","tests_ui","Test Profile Page.","TestProfilePage","","","test_ids_is_not_repeated_on_profile_page",""
"passed","Tue Oct 08 01:25:50 GMT 2024","Tue Oct 08 01:25:51 GMT 2024","310","tests_api","POST","TestPOST","","","POST is_logged_with_wrong_token",""
"failed","Tue Oct 08 01:25:54 GMT 2024","Tue Oct 08 01:25:55 GMT 2024","623","tests_api","POST","TestPOST","","","POST db_create",""
"passed","Tue Oct 08 01:25:49 GMT 2024","Tue Oct 08 01:25:49 GMT 2024","435","tests_api","POST","TestPOST","","","POST registration email is taken for en-us",""
"passed","Tue Oct 08 01:25:48 GMT 2024","Tue Oct 08 01:25:48 GMT 2024","445","tests_api","POST","TestPOST","","","POST registration Bulgaria language.",""
"passed","Tue Oct 08 01:25:47 GMT 2024","Tue Oct 08 01:25:47 GMT 2024","332","tests_api","GET","TestGET","","","GET profile status.",""
"passed","Tue Oct 08 01:25:45 GMT 2024","Tue Oct 08 01:25:45 GMT 2024","325","tests_api","GET","TestGET","","","GET profile information.",""
"failed","Tue Oct 08 01:25:42 GMT 2024","Tue Oct 08 01:25:43 GMT 2024","653","tests_api","Test Connection DB","TestFull","","","Complex",""
"passed","Tue Oct 08 01:25:46 GMT 2024","Tue Oct 08 01:25:47 GMT 2024","296","tests_api","GET","TestGET","","","GET bad_request.",""
"passed","Tue Oct 08 01:27:47 GMT 2024","Tue Oct 08 01:27:48 GMT 2024","471","tests_ui","Test Login Page.","TestLoginPage","","","test_ids_is_not_repeated_on_login_page",""
"passed","Tue Oct 08 01:25:46 GMT 2024","Tue Oct 08 01:25:46 GMT 2024","316","tests_api","GET","TestGET","","","GET list list_regions.",""
"passed","Tue Oct 08 01:25:58 GMT 2024","Tue Oct 08 01:25:58 GMT 2024","656","tests_api","POST","TestPOST","","","POST change_password",""
"broken","Tue Oct 08 01:25:43 GMT 2024","Tue Oct 08 01:25:44 GMT 2024","1137","tests_api","Test Connection DB","TestFull","","","Capacity_db",""
"passed","Tue Oct 08 01:25:51 GMT 2024","Tue Oct 08 01:25:51 GMT 2024","639","tests_api","POST","TestPOST","","","POST is logout",""
"passed","Tue Oct 08 01:25:42 GMT 2024","Tue Oct 08 01:25:42 GMT 2024","0","tests_api","Test Connection DB","TestFull","","","Get token.",""
"passed","Tue Oct 08 01:25:50 GMT 2024","Tue Oct 08 01:25:50 GMT 2024","317","tests_api","POST","TestPOST","","","POST login",""
"passed","Tue Oct 08 01:25:47 GMT 2024","Tue Oct 08 01:25:48 GMT 2024","343","tests_api","POST","TestPOST","","","POST registration for English language.",""
"passed","Tue Oct 08 01:25:48 GMT 2024","Tue Oct 08 01:25:49 GMT 2024","332","tests_api","POST","TestPOST","","","POST registration Bulgaria language not agree.",""
"skipped","Tue Oct 08 01:26:25 GMT 2024","Tue Oct 08 01:26:26 GMT 2024","645","tests_api","POST","TestPOST","","","POST delete_db",""
"passed","Tue Oct 08 01:25:44 GMT 2024","Tue Oct 08 01:25:44 GMT 2024","0","tests_api","GET","TestGET","","","Get token.",""
