"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 05 01:24:57 GMT 2024","Thu Sep 05 01:24:58 GMT 2024","696","tests_api","POST","TestPOST","","","POST create_docker_container",""
"passed","Thu Sep 05 01:24:46 GMT 2024","Thu Sep 05 01:24:46 GMT 2024","333","tests_api","GET","TestGET","","","GET bad_request.",""
"passed","Thu Sep 05 01:24:44 GMT 2024","Thu Sep 05 01:24:45 GMT 2024","353","tests_api","GET","TestGET","","","GET list list_dbtypes.",""
"failed","Thu Sep 05 01:25:05 GMT 2024","Thu Sep 05 01:25:26 GMT 2024","21063","tests_api","POST","TestPOST","","","POST delete_container",""
"passed","Thu Sep 05 01:24:45 GMT 2024","Thu Sep 05 01:24:46 GMT 2024","356","tests_api","GET","TestGET","","","GET list list_regions.",""
"passed","Thu Sep 05 01:24:56 GMT 2024","Thu Sep 05 01:24:56 GMT 2024","362","tests_api","POST","TestPOST","","","POST db_create_with_wrong_env.",""
"passed","Thu Sep 05 01:26:29 GMT 2024","Thu Sep 05 01:26:32 GMT 2024","2521","tests_ui","Test Main Page.","TestMainPage","","","test_links",""
"passed","Thu Sep 05 01:26:35 GMT 2024","Thu Sep 05 01:26:35 GMT 2024","579","tests_ui","Test Login Page.","TestLoginPage","","","test_buttons_are_clickable",""
"skipped","Thu Sep 05 01:24:58 GMT 2024","Thu Sep 05 01:24:58 GMT 2024","719","tests_api","POST","TestPOST","","","POST db_list_with_filter",""
"passed","Thu Sep 05 01:25:27 GMT 2024","Thu Sep 05 01:25:27 GMT 2024","766","tests_api","POST","TestPOST","","","POST delete_db",""
"passed","Thu Sep 05 01:24:48 GMT 2024","Thu Sep 05 01:24:48 GMT 2024","356","tests_api","POST","TestPOST","","","POST registration email is taken for en-us",""
"passed","Thu Sep 05 01:24:51 GMT 2024","Thu Sep 05 01:24:52 GMT 2024","1083","tests_api","POST","TestPOST","","","POST login/is_logged/logout",""
"passed","Thu Sep 05 01:26:33 GMT 2024","Thu Sep 05 01:26:34 GMT 2024","805","tests_ui","Test Login Page.","TestLoginPage","","","test_ids_is_not_repeated_on_login_page",""
"passed","Thu Sep 05 01:24:55 GMT 2024","Thu Sep 05 01:24:55 GMT 2024","364","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_type.",""
"passed","Thu Sep 05 01:24:43 GMT 2024","Thu Sep 05 01:24:43 GMT 2024","0","tests_api","GET","TestGET","","","Get token.",""
"passed","Thu Sep 05 01:24:45 GMT 2024","Thu Sep 05 01:24:45 GMT 2024","358","tests_api","GET","TestGET","","","GET list list_dbenvs.",""
"passed","Thu Sep 05 01:27:00 GMT 2024","Thu Sep 05 01:27:02 GMT 2024","2594","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_uuid_docker",""
"broken","Thu Sep 05 01:26:52 GMT 2024","Thu Sep 05 01:26:59 GMT 2024","6684","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard_jdbc",""
"passed","Thu Sep 05 01:25:04 GMT 2024","Thu Sep 05 01:25:05 GMT 2024","814","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"passed","Thu Sep 05 01:25:03 GMT 2024","Thu Sep 05 01:25:04 GMT 2024","358","tests_api","POST","TestPOST","","","POST checking ports_len negative len",""
"passed","Thu Sep 05 01:26:37 GMT 2024","Thu Sep 05 01:26:37 GMT 2024","0","tests_ui","Test Profile Page.","TestProfilePage","","","Get token.",""
"passed","Thu Sep 05 01:25:02 GMT 2024","Thu Sep 05 01:25:03 GMT 2024","809","tests_api","POST","TestPOST","","","POST checking ports_len positive",""
"passed","Thu Sep 05 01:24:59 GMT 2024","Thu Sep 05 01:25:00 GMT 2024","368","tests_api","POST","TestPOST","","","POST change_password_without_token",""
"passed","Thu Sep 05 01:21:44 GMT 2024","Thu Sep 05 01:21:44 GMT 2024","0","tests_api","Test Connection DB","TestFull","","","Get token.",""
"passed","Thu Sep 05 01:26:37 GMT 2024","Thu Sep 05 01:26:38 GMT 2024","970","tests_ui","Test Profile Page.","TestProfilePage","","","test_ids_is_not_repeated_on_profile_page",""
"passed","Thu Sep 05 01:26:27 GMT 2024","Thu Sep 05 01:26:29 GMT 2024","1414","tests_ui","Test Main Page.","TestMainPage","","","test_ids_is_not_repeated_on_main_page",""
"passed","Thu Sep 05 01:24:44 GMT 2024","Thu Sep 05 01:24:44 GMT 2024","362","tests_api","GET","TestGET","","","GET profile information.",""
"passed","Thu Sep 05 01:27:03 GMT 2024","Thu Sep 05 01:27:28 GMT 2024","24412","tests_ui","Test Profile Page.","TestProfilePage","","","test_create_docker_container",""
"passed","Thu Sep 05 01:25:03 GMT 2024","Thu Sep 05 01:25:03 GMT 2024","361","tests_api","POST","TestPOST","","","POST checking ports_len negative range",""
"passed","Thu Sep 05 01:24:47 GMT 2024","Thu Sep 05 01:24:47 GMT 2024","0","tests_api","POST","TestPOST","","","test_get_token_and_body",""
"failed","Thu Sep 05 01:26:45 GMT 2024","Thu Sep 05 01:26:48 GMT 2024","3196","tests_ui","Test Profile Page.","TestProfilePage","","","test_delete_database",""
"passed","Thu Sep 05 01:24:45 GMT 2024","Thu Sep 05 01:24:45 GMT 2024","358","tests_api","GET","TestGET","","","GET list db_versions.",""
"failed","Thu Sep 05 01:27:29 GMT 2024","Thu Sep 05 01:27:50 GMT 2024","21949","tests_ui","Test Profile Page.","TestProfilePage","","","test_delete_container",""
"passed","Thu Sep 05 01:24:47 GMT 2024","Thu Sep 05 01:24:47 GMT 2024","363","tests_api","POST","TestPOST","","","POST registration for English language not agree.",""
"passed","Thu Sep 05 01:24:47 GMT 2024","Thu Sep 05 01:24:48 GMT 2024","363","tests_api","POST","TestPOST","","","POST registration Bulgaria language.",""
"passed","Thu Sep 05 01:24:49 GMT 2024","Thu Sep 05 01:24:49 GMT 2024","358","tests_api","POST","TestPOST","","","POST registration email is taken for unsupported languages",""
"passed","Thu Sep 05 01:24:58 GMT 2024","Thu Sep 05 01:24:59 GMT 2024","719","tests_api","POST","TestPOST","","","POST change_password",""
"passed","Thu Sep 05 01:24:54 GMT 2024","Thu Sep 05 01:24:55 GMT 2024","766","tests_api","POST","TestPOST","","","POST db_create",""
"passed","Thu Sep 05 01:24:56 GMT 2024","Thu Sep 05 01:24:57 GMT 2024","368","tests_api","POST","TestPOST","","","POST db_list",""
"passed","Thu Sep 05 01:25:00 GMT 2024","Thu Sep 05 01:25:02 GMT 2024","2262","tests_api","POST","TestPOST","","","POST create_docker_container",""
"passed","Thu Sep 05 01:24:46 GMT 2024","Thu Sep 05 01:24:46 GMT 2024","372","tests_api","GET","TestGET","","","GET profile status.",""
"passed","Thu Sep 05 01:24:53 GMT 2024","Thu Sep 05 01:24:54 GMT 2024","1073","tests_api","POST","TestPOST","","","POST logout with wrong logout token",""
"passed","Thu Sep 05 01:26:49 GMT 2024","Thu Sep 05 01:26:51 GMT 2024","2157","tests_ui","Test Profile Page.","TestProfilePage","","","test_clipboard",""
"skipped","Thu Sep 05 01:25:28 GMT 2024","Thu Sep 05 01:26:09 GMT 2024","40842","tests_api","POST","TestPOST","","","POST delete_all_created_db",""
"passed","Thu Sep 05 01:26:36 GMT 2024","Thu Sep 05 01:26:36 GMT 2024","693","tests_ui","Test Login Page.","TestLoginPage","","","test_login",""
"broken","Thu Sep 05 01:26:39 GMT 2024","Thu Sep 05 01:26:44 GMT 2024","4478","tests_ui","Test Profile Page.","TestProfilePage","","","test_create_database",""
"passed","Thu Sep 05 01:24:43 GMT 2024","Thu Sep 05 01:24:44 GMT 2024","363","tests_api","GET","TestGET","","","GET tos.",""
"passed","Thu Sep 05 01:24:48 GMT 2024","Thu Sep 05 01:24:49 GMT 2024","355","tests_api","POST","TestPOST","","","POST registration email is taken for bg-bg",""
"passed","Thu Sep 05 01:24:48 GMT 2024","Thu Sep 05 01:24:48 GMT 2024","364","tests_api","POST","TestPOST","","","POST registration Bulgaria language not agree.",""
"passed","Thu Sep 05 01:25:04 GMT 2024","Thu Sep 05 01:25:04 GMT 2024","361","tests_api","POST","TestPOST","","","POST checking ports_len negative symbols",""
"passed","Thu Sep 05 01:22:08 GMT 2024","Thu Sep 05 01:24:43 GMT 2024","154857","tests_api","Test Connection DB","TestFull","","","Capacity_db",""
"passed","Thu Sep 05 01:24:55 GMT 2024","Thu Sep 05 01:24:56 GMT 2024","363","tests_api","POST","TestPOST","","","POST db_create_with_wrong_db_version.",""
"passed","Thu Sep 05 01:24:50 GMT 2024","Thu Sep 05 01:24:50 GMT 2024","353","tests_api","POST","TestPOST","","","POST is_logged_with_wrong_token",""
"passed","Thu Sep 05 01:24:59 GMT 2024","Thu Sep 05 01:24:59 GMT 2024","372","tests_api","POST","TestPOST","","","POST change_password_with_wrong_data",""
"passed","Thu Sep 05 01:24:50 GMT 2024","Thu Sep 05 01:24:51 GMT 2024","723","tests_api","POST","TestPOST","","","POST is logout",""
"passed","Thu Sep 05 01:21:44 GMT 2024","Thu Sep 05 01:22:08 GMT 2024","24352","tests_api","Test Connection DB","TestFull","","","Complex",""
"passed","Thu Sep 05 01:26:32 GMT 2024","Thu Sep 05 01:26:33 GMT 2024","911","tests_ui","Test Main Page.","TestMainPage","","","test_main_button",""
"passed","Thu Sep 05 01:24:49 GMT 2024","Thu Sep 05 01:24:50 GMT 2024","362","tests_api","POST","TestPOST","","","POST login",""
"passed","Thu Sep 05 01:25:04 GMT 2024","Thu Sep 05 01:25:04 GMT 2024","363","tests_api","POST","TestPOST","","","POST create_docker_container_without_token",""
"passed","Thu Sep 05 01:24:56 GMT 2024","Thu Sep 05 01:24:56 GMT 2024","357","tests_api","POST","TestPOST","","","POST db_create_with_wrong_region.",""
"passed","Thu Sep 05 01:24:47 GMT 2024","Thu Sep 05 01:24:47 GMT 2024","371","tests_api","POST","TestPOST","","","POST registration for English language.",""
"passed","Thu Sep 05 01:24:50 GMT 2024","Thu Sep 05 01:24:50 GMT 2024","356","tests_api","POST","TestPOST","","","POST is logged",""
